id,phrase,translation
4837,咱欲去行街無？,我們要去逛街嗎？
4838,你人真好。,你人真的很好。
4839,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
4840,有啥需要攏會曉。,有什麼需要我都知道。
4841,講慢一點，我會曉。,說慢一點，我會懂。
4842,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
4843,歡迎你來阮厝。,歡迎你來我家。
4844,看情形再講啦。,看情況再說啦。
4845,免傷心，會過去。,別難過，會過去的。
4846,今仔日心情真好。,今天心情很好。
4847,咱欲去行街無？,我們要去逛街嗎？
4848,今仔日有空無？,你今天有空嗎？
4849,這攤我請就好。,這頓我請客就好。
4850,毋通緊張啦。,不要緊張啦。
4851,下雨天攏無人出門。,下雨天大家都不出門。
4852,今仔日有空無？,你今天有空嗎？
4853,我陪你去醫院。,我陪你去醫院。
4854,下次我請你。,下次我請你吃飯。
4855,今仔日心情真好。,今天心情很好。
4856,你有閒來坐一下。,你有空來坐坐。
4857,我感覺真親切。,我覺得很親切。
4858,免傷心，會過去。,別難過，會過去的。
4859,那馬幾點矣？,現在幾點了？
4860,你講得真有影。,你講得真的有道理。
4861,恁細漢真乖喔。,你小孩真乖喔。
4862,伊看起來真熟似。,他看起來很面熟。
4863,有啥需要攏會曉。,有什麼需要我都知道。
4864,無關係，慢慢講。,沒關係，慢慢說。
4865,伊攏照顧咱全家。,他照顧我們全家。
4866,毋免客氣啦。,不用客氣啦。
4867,你佇做咩代誌？,你在忙什麼？
4868,你是對咧講啥？,你是在說什麼？
4869,有代誌就直直講。,有事就直說吧。
4870,今仔日心情真好。,今天心情很好。
4871,彼件衫真合你穿。,那件衣服很適合你穿。
4872,歡迎你來阮厝。,歡迎你來我家。
4873,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
4874,好久無見，想你了。,好久沒見到你，想你了。
4875,你好啊，最近好無？,你好啊，最近還好嗎？
4876,我欲先轉去了。,我要先回去了。
4877,這是啥物意思？,這是什麼意思？
4878,你好啊，最近好無？,你好啊，最近還好嗎？
4879,你講的是對的。,你說的是對的。
4880,講慢一點，我會曉。,說慢一點，我會懂。
4881,彼條路真難行。,那條路真的不好走。
4882,你家住佇哪位？,你家住哪裡？
4883,這攤攏算我的。,這頓我來付錢。
4884,無關係，慢慢講。,沒關係，慢慢說。
4885,食飽就好眠啦。,吃飽就好睡啦。
4886,伊講話真有趣。,他說話真有趣。
4887,伊看起來真熟似。,他看起來很面熟。
4888,我欲去市場買菜。,我要去市場買菜。
4889,你是欲去佗位？,你要去哪裡？
4890,咱來食甜點好無？,我們來吃點甜點好嗎？
4891,這陣子攏做啥？,最近都在做什麼？
4892,攏好攏好，毋免驚。,都好都好，不用怕。
4893,我攏有聽清楚啦。,我都有聽清楚啦。
4894,伊講話真有道理。,他講話真有道理。
4895,今仔日有空無？,你今天有空嗎？
4896,毋通緊張啦。,不要緊張啦。
4897,做事要有耐心。,做事要有耐心。
4898,這杯咖啡真香。,這杯咖啡真香。
4899,有代誌就直直講。,有事就直說吧。
4900,這是好機會。,這是一個好機會。
4901,我攏聽有啦。,我都有聽懂啦。
4902,歡迎你來阮厝。,歡迎你來我家。
4903,你咧想咩代誌？,你在想什麼事情？
4904,咱明仔載再聯絡。,我們明天再聯絡吧。
4905,今仔日有空無？,你今天有空嗎？
4906,講話攏真有禮貌。,講話都很有禮貌。
4907,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
4908,這是好機會。,這是一個好機會。
4909,咱來加油一下。,我們來加油一下吧。
4910,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
4911,阮是老朋友矣。,我們是老朋友了。
4912,這件代誌交予我。,這件事交給我。
4913,下次我請你。,下次我請你吃飯。
4914,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
4915,這是我的心意。,這是我的一點心意。
4916,我欲去市場買菜。,我要去市場買菜。
4917,我攏有聽清楚啦。,我都有聽清楚啦。
4918,我攏聽有啦。,我都有聽懂啦。
4919,你是欲去佗位？,你要去哪裡？
4920,你感覺如何？,你感覺怎麼樣？
4921,伊攏照顧咱全家。,他照顧我們全家。
4922,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
4923,我嘛攏有準備好矣。,我也都準備好了。
4924,你講的是對的。,你說的是對的。
4925,我嘛有相款的經驗。,我也有類似的經驗。
4926,咱欲去行街無？,我們要去逛街嗎？
4927,你有看著彼齣戲無？,你有看那齣戲嗎？
4928,這是啥物意思？,這是什麼意思？
4929,下擺再約出來食飯。,下次再約出來吃飯。
4930,彼件事已經過矣。,那件事已經過去了。
4931,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
4932,你佇做咩代誌？,你在忙什麼？
4933,毋通緊張啦。,不要緊張啦。
4934,你欲佮我作伴去無？,你要跟我一起去嗎？
4935,這是好機會。,這是一個好機會。
4936,攏是天註定的。,都是命中註定的。
4937,毋免客氣啦。,不用客氣啦。
4938,你食飽未？,你吃飽了嗎？
4939,真感謝你幫忙。,真的很謝謝你幫忙。
4940,毋通緊張啦。,不要緊張啦。
4941,我幫你問問看。,我幫你問看看。
4942,咱來食甜點好無？,我們來吃點甜點好嗎？
4943,毋通做彼款代誌。,不要做那種事。
4944,你有閒來坐一下。,你有空來坐坐。
4945,有咩代誌攏好講。,有什麼事都可以說。
4946,恁老母身體好無？,你媽媽身體還好嗎？
4947,恁老母身體好無？,你媽媽身體還好嗎？
4948,這攤我請就好。,這頓我請客就好。
4949,真歡喜見到你。,很高興見到你。
4950,下擺再約出來食飯。,下次再約出來吃飯。
4951,攏是天註定的。,都是命中註定的。
4952,彼件衫真合你穿。,那件衣服很適合你穿。
4953,咱來討論一下。,我們來討論一下。
4954,講話攏真有禮貌。,講話都很有禮貌。
4955,你家住佇哪位？,你家住哪裡？
4956,我攏有聽清楚啦。,我都有聽清楚啦。
4957,這是好機會。,這是一個好機會。
4958,我陪你走一段。,我陪你走一段路。
4959,毋通緊張啦。,不要緊張啦。
4960,這陣子攏做啥？,最近都在做什麼？
4961,這是啥物意思？,這是什麼意思？
4962,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
4963,真感謝你幫忙。,真的很謝謝你幫忙。
4964,彼條路真難行。,那條路真的不好走。
4965,這是你愛的物件無？,這是你喜歡的東西嗎？
4966,恁老母身體好無？,你媽媽身體還好嗎？
4967,咱欲去行街無？,我們要去逛街嗎？
4968,我嘛攏有準備啦。,我也都準備好了啦。
4969,你佇做咩代誌？,你在忙什麼？
4970,毋通做彼款代誌。,不要做那種事。
4971,我攏有聽清楚啦。,我都有聽清楚啦。
4972,毋通緊張啦。,不要緊張啦。
4973,這陣子攏做啥？,最近都在做什麼？
4974,我嘛攏有準備好矣。,我也都準備好了。
4975,咱來食甜點好無？,我們來吃點甜點好嗎？
4976,講慢一點，我會曉。,說慢一點，我會懂。
4977,有代誌就直直講。,有事就直說吧。
4978,有咩代誌攏好講。,有什麼事都可以說。
4979,好久無見，想你了。,好久沒見到你，想你了。
4980,攏好攏好，毋免驚。,都好都好，不用怕。
4981,我攏照顧好矣。,我都照顧好了。
4982,這馬欲開始矣。,現在要開始了。
4983,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
4984,真感謝你幫忙。,真的很謝謝你幫忙。
4985,免驚，有我佇咧。,別怕，有我在。
4986,攏是天註定的。,都是命中註定的。
4987,我攏聽有啦。,我都有聽懂啦。
4988,我嘛有相款的經驗。,我也有類似的經驗。
4989,歡迎你來阮厝。,歡迎你來我家。
4990,做事要有耐心。,做事要有耐心。
4991,看情形再講啦。,看情況再說啦。
4992,講話攏真有禮貌。,講話都很有禮貌。
4993,我嘛有相款的經驗。,我也有類似的經驗。
4994,我會再考慮看看。,我會再想一想。
4995,我欲先轉去了。,我要先回去了。
4996,有代誌就直直講。,有事就直說吧。
4997,我會再考慮看看。,我會再想一想。
4998,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
4999,咱來食甜點好無？,我們來吃點甜點好嗎？
5000,這攤我請就好。,這頓我請客就好。
5001,你欲食啥菜色？,你想吃什麼菜？
5002,我嘛攏有準備好矣。,我也都準備好了。
5003,攏好攏好，毋免驚。,都好都好，不用怕。
5004,我嘛攏有準備好矣。,我也都準備好了。
5005,我幫你問問看。,我幫你問看看。
5006,你佇做咩代誌？,你在忙什麼？
5007,你講慢一點好無？,你可以講慢一點嗎？
5008,歡迎你來阮厝。,歡迎你來我家。
5009,你人真好。,你人真的很好。
5010,恁家內攏好無？,你家裡都好嗎？
5011,咱欲去行街無？,我們要去逛街嗎？
5012,毋免客氣啦。,不用客氣啦。
5013,恁家內攏好無？,你家裡都好嗎？
5014,這件代誌交予我。,這件事交給我。
5015,你咧想咩代誌？,你在想什麼事情？
5016,你感覺如何？,你感覺怎麼樣？
5017,這是我的心意。,這是我的一點心意。
5018,恁爸有在厝無？,你爸在家嗎？
5019,你好啊，最近好無？,你好啊，最近還好嗎？
5020,我陪你去醫院。,我陪你去醫院。
5021,攏好攏好，毋免驚。,都好都好，不用怕。
5022,這馬欲開始矣。,現在要開始了。
5023,歡迎你來阮厝。,歡迎你來我家。
5024,你是對咧講啥？,你是在說什麼？
5025,真歡喜見到你。,很高興見到你。
5026,你人真好。,你人真的很好。
5027,無關係，慢慢講。,沒關係，慢慢說。
5028,這件代誌無簡單。,這件事不簡單。
5029,你講慢一點好無？,你可以講慢一點嗎？
5030,我嘛攏有準備好矣。,我也都準備好了。
5031,攏總攏是你啦！,全都是你的錯啦！
5032,你有咧做啥代誌？,你在做什麼事？
5033,我會再考慮看看。,我會再想一想。
5034,真久無見了。,好久不見了。
5035,這陣子攏做啥？,最近都在做什麼？
5036,這馬是欲按怎？,現在該怎麼辦？
5037,咱來佇這裡坐一下。,我們在這邊坐一下吧。
5038,真感謝你幫忙。,真的很謝謝你幫忙。
5039,你有閒來坐一下。,你有空來坐坐。
5040,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5041,我攏有聽清楚啦。,我都有聽清楚啦。
5042,我會再考慮看看。,我會再想一想。
5043,好久無見，想你了。,好久沒見到你，想你了。
5044,這馬欲開始矣。,現在要開始了。
5045,這是你愛的物件無？,這是你喜歡的東西嗎？
5046,咱明仔載再聯絡。,我們明天再聯絡吧。
5047,伊講話真有道理。,他講話真有道理。
5048,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5049,我欲去市場買菜。,我要去市場買菜。
5050,我嘛攏有準備啦。,我也都準備好了啦。
5051,我陪你去醫院。,我陪你去醫院。
5052,來，恁嘛坐啦。,來，你也坐吧。
5053,你欲食啥菜色？,你想吃什麼菜？
5054,慢慢來，無關係。,慢慢來，沒關係。
5055,你講的是對的。,你說的是對的。
5056,我嘛攏有準備啦。,我也都準備好了啦。
5057,咱來佇這裡坐一下。,我們在這邊坐一下吧。
5058,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5059,攏總攏是你啦！,全都是你的錯啦！
5060,下次我請你。,下次我請你吃飯。
5061,毋免客氣啦。,不用客氣啦。
5062,這馬欲開始矣。,現在要開始了。
5063,你感覺如何？,你感覺怎麼樣？
5064,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5065,我嘛有同款想法。,我也有一樣的想法。
5066,你食飽未？,你吃飽了嗎？
5067,你人真好。,你人真的很好。
5068,我欲去市場買菜。,我要去市場買菜。
5069,這是啥物意思？,這是什麼意思？
5070,這是啥物意思？,這是什麼意思？
5071,那馬幾點矣？,現在幾點了？
5072,你咧想咩代誌？,你在想什麼事情？
5073,我攏聽有啦。,我都有聽懂啦。
5074,我嘛攏有準備好矣。,我也都準備好了。
5075,你是欲去佗位？,你要去哪裡？
5076,你家住佇哪位？,你家住哪裡？
5077,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
5078,你有閒來坐一下。,你有空來坐坐。
5079,恁家內攏好無？,你家裡都好嗎？
5080,咱來討論一下。,我們來討論一下。
5081,伊講話真有道理。,他講話真有道理。
5082,彼件事已經過矣。,那件事已經過去了。
5083,彼件事已經過矣。,那件事已經過去了。
5084,這是好機會。,這是一個好機會。
5085,我幫你問問看。,我幫你問看看。
5086,我嘛有同款想法。,我也有一樣的想法。
5087,我攏聽有啦。,我都有聽懂啦。
5088,下雨天攏無人出門。,下雨天大家都不出門。
5089,咱欲去行街無？,我們要去逛街嗎？
5090,請你再講一遍。,請你再說一遍。
5091,咱明仔載再聯絡。,我們明天再聯絡吧。
5092,真感謝你幫忙。,真的很謝謝你幫忙。
5093,咱來加油一下。,我們來加油一下吧。
5094,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5095,你有閒來坐一下。,你有空來坐坐。
5096,下擺再約出來食飯。,下次再約出來吃飯。
5097,我嘛有同款想法。,我也有一樣的想法。
5098,你人真好。,你人真的很好。
5099,咱來討論一下。,我們來討論一下。
5100,伊講話真有道理。,他講話真有道理。
5101,你攏好無？,你一切都還好嗎？
5102,攏好攏好，毋免驚。,都好都好，不用怕。
5103,恁細漢真乖喔。,你小孩真乖喔。
5104,我感覺真親切。,我覺得很親切。
5105,真久無見了。,好久不見了。
5106,你欲佮我作伴去無？,你要跟我一起去嗎？
5107,看情形再講啦。,看情況再說啦。
5108,恁細漢真乖喔。,你小孩真乖喔。
5109,下擺再約出來食飯。,下次再約出來吃飯。
5110,我攏照顧好矣。,我都照顧好了。
5111,你欲食啥菜色？,你想吃什麼菜？
5112,咱來佇這裡坐一下。,我們在這邊坐一下吧。
5113,真感謝你幫忙。,真的很謝謝你幫忙。
5114,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5115,咱來佇這裡坐一下。,我們在這邊坐一下吧。
5116,毋通做彼款代誌。,不要做那種事。
5117,有代誌就直直講。,有事就直說吧。
5118,彼條路真難行。,那條路真的不好走。
5119,真歡喜見到你。,很高興見到你。
5120,我嘛有相款的經驗。,我也有類似的經驗。
5121,你食飽未？,你吃飽了嗎？
5122,彼條路真難行。,那條路真的不好走。
5123,你是欲去佗位？,你要去哪裡？
5124,毋免客氣啦。,不用客氣啦。
5125,好久無見，想你了。,好久沒見到你，想你了。
5126,你家住佇哪位？,你家住哪裡？
5127,你欲食啥菜色？,你想吃什麼菜？
5128,做事要有耐心。,做事要有耐心。
5129,我陪你去醫院。,我陪你去醫院。
5130,這攤我請就好。,這頓我請客就好。
5131,免驚，有我佇咧。,別怕，有我在。
5132,阮是老朋友矣。,我們是老朋友了。
5133,講話攏真有禮貌。,講話都很有禮貌。
5134,你咧想咩代誌？,你在想什麼事情？
5135,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5136,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5137,好久無見，想你了。,好久沒見到你，想你了。
5138,有啥需要攏會曉。,有什麼需要我都知道。
5139,攏好攏好，毋免驚。,都好都好，不用怕。
5140,你感覺如何？,你感覺怎麼樣？
5141,我欲去市場買菜。,我要去市場買菜。
5142,你咧想咩代誌？,你在想什麼事情？
5143,阮是老朋友矣。,我們是老朋友了。
5144,講話攏真有禮貌。,講話都很有禮貌。
5145,我攏聽有啦。,我都有聽懂啦。
5146,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5147,恁細漢真乖喔。,你小孩真乖喔。
5148,食飽就好眠啦。,吃飽就好睡啦。
5149,有啥需要攏會曉。,有什麼需要我都知道。
5150,你咧想咩代誌？,你在想什麼事情？
5151,來，咱來切磋一下。,來，我們來交流一下。
5152,好久無見，想你了。,好久沒見到你，想你了。
5153,阮是老朋友矣。,我們是老朋友了。
5154,下擺再約出來食飯。,下次再約出來吃飯。
5155,真歡喜見到你。,很高興見到你。
5156,恁爸有在厝無？,你爸在家嗎？
5157,我欲先轉去了。,我要先回去了。
5158,我嘛有相款的經驗。,我也有類似的經驗。
5159,我陪你走一段。,我陪你走一段路。
5160,伊攏照顧咱全家。,他照顧我們全家。
5161,我陪你走一段。,我陪你走一段路。
5162,你人真好。,你人真的很好。
5163,毋免客氣啦。,不用客氣啦。
5164,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
5165,這是好機會。,這是一個好機會。
5166,我攏聽有啦。,我都有聽懂啦。
5167,這攤攏算我的。,這頓我來付錢。
5168,伊講話真有道理。,他講話真有道理。
5169,做事要有耐心。,做事要有耐心。
5170,彼件事已經過矣。,那件事已經過去了。
5171,這馬是欲按怎？,現在該怎麼辦？
5172,今仔日心情真好。,今天心情很好。
5173,你欲食啥菜色？,你想吃什麼菜？
5174,這是啥物意思？,這是什麼意思？
5175,做事要有耐心。,做事要有耐心。
5176,我感覺真親切。,我覺得很親切。
5177,這是我的心意。,這是我的一點心意。
5178,這馬欲開始矣。,現在要開始了。
5179,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5180,毋通緊張啦。,不要緊張啦。
5181,你有閒來坐一下。,你有空來坐坐。
5182,你好啊，最近好無？,你好啊，最近還好嗎？
5183,這馬是欲按怎？,現在該怎麼辦？
5184,我攏聽有啦。,我都有聽懂啦。
5185,我嘛攏有準備啦。,我也都準備好了啦。
5186,這杯咖啡真香。,這杯咖啡真香。
5187,講話攏真有禮貌。,講話都很有禮貌。
5188,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5189,下次我請你。,下次我請你吃飯。
5190,來，恁嘛坐啦。,來，你也坐吧。
5191,伊看起來真熟似。,他看起來很面熟。
5192,你家住佇哪位？,你家住哪裡？
5193,請你再講一遍。,請你再說一遍。
5194,你人真好。,你人真的很好。
5195,我陪你去醫院。,我陪你去醫院。
5196,咱來討論一下。,我們來討論一下。
5197,這攤我請就好。,這頓我請客就好。
5198,咱來食甜點好無？,我們來吃點甜點好嗎？
5199,攏好攏好，毋免驚。,都好都好，不用怕。
5200,來，恁嘛坐啦。,來，你也坐吧。
5201,講話攏真有禮貌。,講話都很有禮貌。
5202,這杯咖啡真香。,這杯咖啡真香。
5203,這是啥物意思？,這是什麼意思？
5204,這杯咖啡真香。,這杯咖啡真香。
5205,伊攏照顧咱全家。,他照顧我們全家。
5206,免驚，有我佇咧。,別怕，有我在。
5207,你好啊，最近好無？,你好啊，最近還好嗎？
5208,我欲去市場買菜。,我要去市場買菜。
5209,今仔日心情真好。,今天心情很好。
5210,伊講話真有道理。,他講話真有道理。
5211,真久無見了。,好久不見了。
5212,來，咱來切磋一下。,來，我們來交流一下。
5213,阮是老朋友矣。,我們是老朋友了。
5214,這攤我請就好。,這頓我請客就好。
5215,攏好攏好，毋免驚。,都好都好，不用怕。
5216,咱來食甜點好無？,我們來吃點甜點好嗎？
5217,下雨天攏無人出門。,下雨天大家都不出門。
5218,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5219,我攏聽有啦。,我都有聽懂啦。
5220,這攤攏算我的。,這頓我來付錢。
5221,我會再考慮看看。,我會再想一想。
5222,我會再考慮看看。,我會再想一想。
5223,我嘛攏有準備好矣。,我也都準備好了。
5224,那馬幾點矣？,現在幾點了？
5225,伊看起來真熟似。,他看起來很面熟。
5226,我攏有聽清楚啦。,我都有聽清楚啦。
5227,有咩代誌攏好講。,有什麼事都可以說。
5228,慢慢來，無關係。,慢慢來，沒關係。
5229,毋通做彼款代誌。,不要做那種事。
5230,你食飽未？,你吃飽了嗎？
5231,做事要有耐心。,做事要有耐心。
5232,請你再講一遍。,請你再說一遍。
5233,這是啥物意思？,這是什麼意思？
5234,歡迎你來阮厝。,歡迎你來我家。
5235,來，咱來切磋一下。,來，我們來交流一下。
5236,有代誌就直直講。,有事就直說吧。
5237,彼件衫真合你穿。,那件衣服很適合你穿。
5238,咱來佇這裡坐一下。,我們在這邊坐一下吧。
5239,攏總攏是你啦！,全都是你的錯啦！
5240,恁家內攏好無？,你家裡都好嗎？
5241,這馬欲開始矣。,現在要開始了。
5242,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5243,攏總攏是你啦！,全都是你的錯啦！
5244,這攤我請就好。,這頓我請客就好。
5245,攏好攏好，毋免驚。,都好都好，不用怕。
5246,這攤攏算我的。,這頓我來付錢。
5247,我陪你走一段。,我陪你走一段路。
5248,你家住佇哪位？,你家住哪裡？
5249,我陪你走一段。,我陪你走一段路。
5250,好久無見，想你了。,好久沒見到你，想你了。
5251,恁老母身體好無？,你媽媽身體還好嗎？
5252,攏是天註定的。,都是命中註定的。
5253,你家住佇哪位？,你家住哪裡？
5254,這攤我請就好。,這頓我請客就好。
5255,這馬欲開始矣。,現在要開始了。
5256,好久無見，想你了。,好久沒見到你，想你了。
5257,彼件衫真合你穿。,那件衣服很適合你穿。
5258,毋通做彼款代誌。,不要做那種事。
5259,這是好機會。,這是一個好機會。
5260,講慢一點，我會曉。,說慢一點，我會懂。
5261,來，咱來切磋一下。,來，我們來交流一下。
5262,彼條路真難行。,那條路真的不好走。
5263,我嘛有相款的經驗。,我也有類似的經驗。
5264,下次我請你。,下次我請你吃飯。
5265,我攏聽有啦。,我都有聽懂啦。
5266,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5267,今仔日有空無？,你今天有空嗎？
5268,今仔日心情真好。,今天心情很好。
5269,來，恁嘛坐啦。,來，你也坐吧。
5270,你有咧做啥代誌？,你在做什麼事？
5271,這陣子攏做啥？,最近都在做什麼？
5272,你家住佇哪位？,你家住哪裡？
5273,這件代誌交予我。,這件事交給我。
5274,講話攏真有禮貌。,講話都很有禮貌。
5275,恁爸有在厝無？,你爸在家嗎？
5276,這攤我請就好。,這頓我請客就好。
5277,恁細漢真乖喔。,你小孩真乖喔。
5278,攏好攏好，毋免驚。,都好都好，不用怕。
5279,這攤攏算我的。,這頓我來付錢。
5280,有啥需要攏會曉。,有什麼需要我都知道。
5281,恁爸有在厝無？,你爸在家嗎？
5282,這馬是欲按怎？,現在該怎麼辦？
5283,我會再考慮看看。,我會再想一想。
5284,恁家內攏好無？,你家裡都好嗎？
5285,無關係，慢慢講。,沒關係，慢慢說。
5286,慢慢來，無關係。,慢慢來，沒關係。
5287,看情形再講啦。,看情況再說啦。
5288,這是好機會。,這是一個好機會。
5289,真感謝你幫忙。,真的很謝謝你幫忙。
5290,你有閒來坐一下。,你有空來坐坐。
5291,攏好攏好，毋免驚。,都好都好，不用怕。
5292,這馬是欲按怎？,現在該怎麼辦？
5293,來，恁嘛坐啦。,來，你也坐吧。
5294,這是我的心意。,這是我的一點心意。
5295,這是啥物意思？,這是什麼意思？
5296,來，咱來切磋一下。,來，我們來交流一下。
5297,這攤攏算我的。,這頓我來付錢。
5298,我幫你問問看。,我幫你問看看。
5299,你講得真有影。,你講得真的有道理。
5300,我陪你走一段。,我陪你走一段路。
5301,講慢一點，我會曉。,說慢一點，我會懂。
5302,你欲食啥菜色？,你想吃什麼菜？
5303,你有閒來坐一下。,你有空來坐坐。
5304,伊攏照顧咱全家。,他照顧我們全家。
5305,毋通緊張啦。,不要緊張啦。
5306,請你再講一遍。,請你再說一遍。
5307,咱來加油一下。,我們來加油一下吧。
5308,我攏有聽清楚啦。,我都有聽清楚啦。
5309,彼件衫真合你穿。,那件衣服很適合你穿。
5310,真感謝你幫忙。,真的很謝謝你幫忙。
5311,這是你愛的物件無？,這是你喜歡的東西嗎？
5312,慢慢來，無關係。,慢慢來，沒關係。
5313,我嘛有同款想法。,我也有一樣的想法。
5314,咱來佇這裡坐一下。,我們在這邊坐一下吧。
5315,這杯咖啡真香。,這杯咖啡真香。
5316,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
5317,下次我請你。,下次我請你吃飯。
5318,真久無見了。,好久不見了。
5319,我欲先轉去了。,我要先回去了。
5320,伊講話真有趣。,他說話真有趣。
5321,今仔日有空無？,你今天有空嗎？
5322,你咧想咩代誌？,你在想什麼事情？
5323,這攤我請就好。,這頓我請客就好。
5324,這是好機會。,這是一個好機會。
5325,我陪你去醫院。,我陪你去醫院。
5326,彼條路真難行。,那條路真的不好走。
5327,我會再考慮看看。,我會再想一想。
5328,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5329,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5330,免驚，有我佇咧。,別怕，有我在。
5331,恁細漢真乖喔。,你小孩真乖喔。
5332,這馬是欲按怎？,現在該怎麼辦？
5333,咱來食甜點好無？,我們來吃點甜點好嗎？
5334,你是欲去佗位？,你要去哪裡？
5335,我攏聽有啦。,我都有聽懂啦。
5336,咱來佇這裡坐一下。,我們在這邊坐一下吧。
5337,下擺再約出來食飯。,下次再約出來吃飯。
5338,你欲佮我作伴去無？,你要跟我一起去嗎？
5339,那馬幾點矣？,現在幾點了？
5340,咱來加油一下。,我們來加油一下吧。
5341,今仔日心情真好。,今天心情很好。
5342,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5343,講話攏真有禮貌。,講話都很有禮貌。
5344,我嘛攏有準備啦。,我也都準備好了啦。
5345,恁爸有在厝無？,你爸在家嗎？
5346,我嘛有同款想法。,我也有一樣的想法。
5347,你是欲去佗位？,你要去哪裡？
5348,看情形再講啦。,看情況再說啦。
5349,毋免客氣啦。,不用客氣啦。
5350,恁爸有在厝無？,你爸在家嗎？
5351,我嘛攏有準備好矣。,我也都準備好了。
5352,你講得真有影。,你講得真的有道理。
5353,咱來佇這裡坐一下。,我們在這邊坐一下吧。
5354,下擺再約出來食飯。,下次再約出來吃飯。
5355,咱來討論一下。,我們來討論一下。
5356,好久無見，想你了。,好久沒見到你，想你了。
5357,攏是天註定的。,都是命中註定的。
5358,我欲去市場買菜。,我要去市場買菜。
5359,這是我的心意。,這是我的一點心意。
5360,伊講話真有趣。,他說話真有趣。
5361,咱來食甜點好無？,我們來吃點甜點好嗎？
5362,毋通做彼款代誌。,不要做那種事。
5363,我嘛有相款的經驗。,我也有類似的經驗。
5364,你有看著彼齣戲無？,你有看那齣戲嗎？
5365,恁家內攏好無？,你家裡都好嗎？
5366,慢慢來，無關係。,慢慢來，沒關係。
5367,你咧想咩代誌？,你在想什麼事情？
5368,請你再講一遍。,請你再說一遍。
5369,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5370,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5371,這陣子攏做啥？,最近都在做什麼？
5372,做事要有耐心。,做事要有耐心。
5373,免驚，有我佇咧。,別怕，有我在。
5374,你感覺如何？,你感覺怎麼樣？
5375,無關係，慢慢講。,沒關係，慢慢說。
5376,恁細漢真乖喔。,你小孩真乖喔。
5377,我攏有聽清楚啦。,我都有聽清楚啦。
5378,你感覺如何？,你感覺怎麼樣？
5379,你感覺如何？,你感覺怎麼樣？
5380,那馬幾點矣？,現在幾點了？
5381,咱來討論一下。,我們來討論一下。
5382,我嘛有相款的經驗。,我也有類似的經驗。
5383,這杯咖啡真香。,這杯咖啡真香。
5384,我嘛有相款的經驗。,我也有類似的經驗。
5385,咱明仔載再聯絡。,我們明天再聯絡吧。
5386,今仔日有空無？,你今天有空嗎？
5387,這攤我請就好。,這頓我請客就好。
5388,這馬是欲按怎？,現在該怎麼辦？
5389,這攤攏算我的。,這頓我來付錢。
5390,毋通做彼款代誌。,不要做那種事。
5391,你欲佮我作伴去無？,你要跟我一起去嗎？
5392,這是啥物意思？,這是什麼意思？
5393,我欲去市場買菜。,我要去市場買菜。
5394,恁家內攏好無？,你家裡都好嗎？
5395,好久無見，想你了。,好久沒見到你，想你了。
5396,今仔日天氣真好。,今天天氣真好。
5397,你攏好無？,你一切都還好嗎？
5398,恁爸有在厝無？,你爸在家嗎？
5399,你有閒來坐一下。,你有空來坐坐。
5400,你好啊，最近好無？,你好啊，最近還好嗎？
5401,這是你愛的物件無？,這是你喜歡的東西嗎？
5402,毋通做彼款代誌。,不要做那種事。
5403,我嘛攏有準備啦。,我也都準備好了啦。
5404,你好啊，最近好無？,你好啊，最近還好嗎？
5405,你是欲去佗位？,你要去哪裡？
5406,恁細漢真乖喔。,你小孩真乖喔。
5407,恁爸有在厝無？,你爸在家嗎？
5408,毋通做彼款代誌。,不要做那種事。
