id,phrase,translation
4776,你講得真有影。,你講得真的有道理。
4777,你欲佮我作伴去無？,你要跟我一起去嗎？
4778,伊講話真有道理。,他講話真有道理。
4779,你佇做咩代誌？,你在忙什麼？
4780,伊講話真有趣。,他說話真有趣。
4781,這件代誌交予我。,這件事交給我。
4782,你感覺如何？,你感覺怎麼樣？
4783,你欲食啥菜色？,你想吃什麼菜？
4784,這是我的心意。,這是我的一點心意。
4785,伊看起來真熟似。,他看起來很面熟。
4786,這是我的心意。,這是我的一點心意。
4787,恁老母身體好無？,你媽媽身體還好嗎？
4788,這攤我請就好。,這頓我請客就好。
4789,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
4790,免驚，有我佇咧。,別怕，有我在。
4791,你有咧做啥代誌？,你在做什麼事？
4792,做事要有耐心。,做事要有耐心。
4793,你好啊，最近好無？,你好啊，最近還好嗎？
4794,我陪你走一段。,我陪你走一段路。
4795,攏是天註定的。,都是命中註定的。
4796,那馬幾點矣？,現在幾點了？
4797,你食飽未？,你吃飽了嗎？
4798,這馬欲開始矣。,現在要開始了。
4799,你感覺如何？,你感覺怎麼樣？
4800,你欲佮我作伴去無？,你要跟我一起去嗎？
4801,咱欲去行街無？,我們要去逛街嗎？
4802,咱來食甜點好無？,我們來吃點甜點好嗎？
4803,咱來佇這裡坐一下。,我們在這邊坐一下吧。
4804,這馬欲開始矣。,現在要開始了。
4805,我嘛攏有準備好矣。,我也都準備好了。
4806,你食飽未？,你吃飽了嗎？
4807,講慢一點，我會曉。,說慢一點，我會懂。
4808,有啥需要攏會曉。,有什麼需要我都知道。
4809,你感覺如何？,你感覺怎麼樣？
4810,這陣子攏做啥？,最近都在做什麼？
4811,咱來食甜點好無？,我們來吃點甜點好嗎？
4812,你是欲去佗位？,你要去哪裡？
4813,伊看起來真熟似。,他看起來很面熟。
4814,你食飽未？,你吃飽了嗎？
4815,你有咧做啥代誌？,你在做什麼事？
4816,你講的是對的。,你說的是對的。
4817,請你再講一遍。,請你再說一遍。
4818,這攤我請就好。,這頓我請客就好。
4819,毋通做彼款代誌。,不要做那種事。
4820,你有閒來坐一下。,你有空來坐坐。
4821,食飽就好眠啦。,吃飽就好睡啦。
4822,有代誌就直直講。,有事就直說吧。
4823,毋通緊張啦。,不要緊張啦。
4824,你有咧做啥代誌？,你在做什麼事？
4825,這件代誌交予我。,這件事交給我。
4826,有咩代誌攏好講。,有什麼事都可以說。
4827,來，恁嘛坐啦。,來，你也坐吧。
4828,請你再講一遍。,請你再說一遍。
4829,我陪你走一段。,我陪你走一段路。
4830,彼件事已經過矣。,那件事已經過去了。
4831,這件代誌交予我。,這件事交給我。
4832,我嘛有相款的經驗。,我也有類似的經驗。
4833,我幫你問問看。,我幫你問看看。
4834,慢慢來，無關係。,慢慢來，沒關係。
4835,這馬是欲按怎？,現在該怎麼辦？
4836,這陣子攏做啥？,最近都在做什麼？
4837,彼條路真難行。,那條路真的不好走。
4838,這是你愛的物件無？,這是你喜歡的東西嗎？
4839,真歡喜見到你。,很高興見到你。
4840,恁細漢真乖喔。,你小孩真乖喔。
4841,這攤我請就好。,這頓我請客就好。
4842,講慢一點，我會曉。,說慢一點，我會懂。
4843,我幫你問問看。,我幫你問看看。
4844,咱來加油一下。,我們來加油一下吧。
4845,彼條路真難行。,那條路真的不好走。
4846,你攏好無？,你一切都還好嗎？
4847,恁家內攏好無？,你家裡都好嗎？
4848,真久無見了。,好久不見了。
4849,免驚，有我佇咧。,別怕，有我在。
4850,這攤我請就好。,這頓我請客就好。
4851,有代誌就直直講。,有事就直說吧。
4852,我攏聽有啦。,我都有聽懂啦。
4853,這攤攏算我的。,這頓我來付錢。
4854,這是你愛的物件無？,這是你喜歡的東西嗎？
4855,伊講話真有道理。,他講話真有道理。
4856,慢慢來，無關係。,慢慢來，沒關係。
4857,來，恁嘛坐啦。,來，你也坐吧。
4858,咱來食甜點好無？,我們來吃點甜點好嗎？
4859,我欲去市場買菜。,我要去市場買菜。
4860,我嘛有相款的經驗。,我也有類似的經驗。
4861,這陣子攏做啥？,最近都在做什麼？
4862,這杯咖啡真香。,這杯咖啡真香。
4863,伊講話真有道理。,他講話真有道理。
4864,你是對咧講啥？,你是在說什麼？
4865,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
4866,伊講話真有趣。,他說話真有趣。
4867,毋通做彼款代誌。,不要做那種事。
4868,看情形再講啦。,看情況再說啦。
4869,有咩代誌攏好講。,有什麼事都可以說。
4870,彼件事已經過矣。,那件事已經過去了。
4871,我幫你問問看。,我幫你問看看。
4872,你人真好。,你人真的很好。
4873,你欲食啥菜色？,你想吃什麼菜？
4874,這馬是欲按怎？,現在該怎麼辦？
4875,我嘛攏有準備啦。,我也都準備好了啦。
4876,今仔日心情真好。,今天心情很好。
4877,這是啥物意思？,這是什麼意思？
4878,伊講話真有趣。,他說話真有趣。
4879,咱來食甜點好無？,我們來吃點甜點好嗎？
4880,攏總攏是你啦！,全都是你的錯啦！
4881,攏好攏好，毋免驚。,都好都好，不用怕。
4882,我感覺真親切。,我覺得很親切。
4883,這是我的心意。,這是我的一點心意。
4884,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
4885,彼條路真難行。,那條路真的不好走。
4886,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
4887,這馬欲開始矣。,現在要開始了。
4888,我攏聽有啦。,我都有聽懂啦。
4889,我嘛攏有準備啦。,我也都準備好了啦。
4890,伊講話真有趣。,他說話真有趣。
4891,食飽就好眠啦。,吃飽就好睡啦。
4892,真感謝你幫忙。,真的很謝謝你幫忙。
4893,咱來討論一下。,我們來討論一下。
4894,下次我請你。,下次我請你吃飯。
4895,講話攏真有禮貌。,講話都很有禮貌。
4896,你講的是對的。,你說的是對的。
4897,你感覺如何？,你感覺怎麼樣？
4898,這是好機會。,這是一個好機會。
4899,這是啥物意思？,這是什麼意思？
4900,真歡喜見到你。,很高興見到你。
4901,你好啊，最近好無？,你好啊，最近還好嗎？
4902,彼件事已經過矣。,那件事已經過去了。
4903,有啥需要攏會曉。,有什麼需要我都知道。
4904,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
4905,伊講話真有趣。,他說話真有趣。
4906,來，恁嘛坐啦。,來，你也坐吧。
4907,今仔日天氣真好。,今天天氣真好。
4908,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
4909,你咧想咩代誌？,你在想什麼事情？
4910,我陪你去醫院。,我陪你去醫院。
4911,咱來加油一下。,我們來加油一下吧。
4912,攏是天註定的。,都是命中註定的。
4913,有啥需要攏會曉。,有什麼需要我都知道。
4914,伊看起來真熟似。,他看起來很面熟。
4915,你攏好無？,你一切都還好嗎？
4916,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
4917,我嘛攏有準備啦。,我也都準備好了啦。
4918,真感謝你幫忙。,真的很謝謝你幫忙。
4919,看情形再講啦。,看情況再說啦。
4920,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
4921,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
4922,真感謝你幫忙。,真的很謝謝你幫忙。
4923,這件代誌交予我。,這件事交給我。
4924,好久無見，想你了。,好久沒見到你，想你了。
4925,有啥需要攏會曉。,有什麼需要我都知道。
4926,你講慢一點好無？,你可以講慢一點嗎？
4927,咱來食甜點好無？,我們來吃點甜點好嗎？
4928,看情形再講啦。,看情況再說啦。
4929,我嘛攏有準備啦。,我也都準備好了啦。
4930,毋免客氣啦。,不用客氣啦。
4931,你講的是對的。,你說的是對的。
4932,這馬欲開始矣。,現在要開始了。
4933,那馬幾點矣？,現在幾點了？
4934,這是啥物意思？,這是什麼意思？
4935,恁爸有在厝無？,你爸在家嗎？
4936,你有看著彼齣戲無？,你有看那齣戲嗎？
4937,咱來佇這裡坐一下。,我們在這邊坐一下吧。
4938,攏是天註定的。,都是命中註定的。
4939,慢慢來，無關係。,慢慢來，沒關係。
4940,咱來加油一下。,我們來加油一下吧。
4941,我會再考慮看看。,我會再想一想。
4942,恁老母身體好無？,你媽媽身體還好嗎？
4943,你好啊，最近好無？,你好啊，最近還好嗎？
4944,彼條路真難行。,那條路真的不好走。
4945,你攏好無？,你一切都還好嗎？
4946,你欲佮我作伴去無？,你要跟我一起去嗎？
4947,這攤攏算我的。,這頓我來付錢。
4948,講話攏真有禮貌。,講話都很有禮貌。
4949,今仔日心情真好。,今天心情很好。
4950,我嘛有同款想法。,我也有一樣的想法。
4951,這攤我請就好。,這頓我請客就好。
4952,伊攏照顧咱全家。,他照顧我們全家。
4953,這攤攏算我的。,這頓我來付錢。
4954,真感謝你幫忙。,真的很謝謝你幫忙。
4955,咱來食甜點好無？,我們來吃點甜點好嗎？
4956,你講慢一點好無？,你可以講慢一點嗎？
4957,彼條路真難行。,那條路真的不好走。
4958,攏是天註定的。,都是命中註定的。
4959,你講得真有影。,你講得真的有道理。
4960,咱欲去行街無？,我們要去逛街嗎？
4961,我嘛攏有準備啦。,我也都準備好了啦。
4962,我感覺真親切。,我覺得很親切。
4963,這是你愛的物件無？,這是你喜歡的東西嗎？
4964,這件代誌無簡單。,這件事不簡單。
4965,你有咧做啥代誌？,你在做什麼事？
4966,你講得真有影。,你講得真的有道理。
4967,這是啥物意思？,這是什麼意思？
4968,講慢一點，我會曉。,說慢一點，我會懂。
4969,這件代誌交予我。,這件事交給我。
4970,咱來食甜點好無？,我們來吃點甜點好嗎？
4971,這件代誌無簡單。,這件事不簡單。
4972,這是我的心意。,這是我的一點心意。
4973,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
4974,這馬欲開始矣。,現在要開始了。
4975,我攏聽有啦。,我都有聽懂啦。
4976,有咩代誌攏好講。,有什麼事都可以說。
4977,有咩代誌攏好講。,有什麼事都可以說。
4978,看情形再講啦。,看情況再說啦。
4979,咱明仔載再聯絡。,我們明天再聯絡吧。
4980,你感覺如何？,你感覺怎麼樣？
4981,你咧想咩代誌？,你在想什麼事情？
4982,伊看起來真熟似。,他看起來很面熟。
4983,攏是天註定的。,都是命中註定的。
4984,下次我請你。,下次我請你吃飯。
4985,咱明仔載再聯絡。,我們明天再聯絡吧。
4986,這是啥物意思？,這是什麼意思？
4987,下雨天攏無人出門。,下雨天大家都不出門。
4988,這件代誌交予我。,這件事交給我。
4989,你是欲去佗位？,你要去哪裡？
4990,阮是老朋友矣。,我們是老朋友了。
4991,做事要有耐心。,做事要有耐心。
4992,真感謝你幫忙。,真的很謝謝你幫忙。
4993,來，恁嘛坐啦。,來，你也坐吧。
4994,你感覺如何？,你感覺怎麼樣？
4995,你好啊，最近好無？,你好啊，最近還好嗎？
4996,我嘛有同款想法。,我也有一樣的想法。
4997,這是好機會。,這是一個好機會。
4998,講話攏真有禮貌。,講話都很有禮貌。
4999,彼件事已經過矣。,那件事已經過去了。
5000,這杯咖啡真香。,這杯咖啡真香。
5001,下擺再約出來食飯。,下次再約出來吃飯。
5002,你攏好無？,你一切都還好嗎？
5003,咱欲去行街無？,我們要去逛街嗎？
5004,這馬欲開始矣。,現在要開始了。
5005,我陪你走一段。,我陪你走一段路。
5006,你欲食啥菜色？,你想吃什麼菜？
5007,好久無見，想你了。,好久沒見到你，想你了。
5008,你講的是對的。,你說的是對的。
5009,這是你愛的物件無？,這是你喜歡的東西嗎？
5010,你家住佇哪位？,你家住哪裡？
5011,我會再考慮看看。,我會再想一想。
5012,我會再考慮看看。,我會再想一想。
5013,下擺再約出來食飯。,下次再約出來吃飯。
5014,真歡喜見到你。,很高興見到你。
5015,這件代誌無簡單。,這件事不簡單。
5016,你有咧做啥代誌？,你在做什麼事？
5017,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5018,毋通緊張啦。,不要緊張啦。
5019,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5020,你感覺如何？,你感覺怎麼樣？
5021,恁家內攏好無？,你家裡都好嗎？
5022,請你再講一遍。,請你再說一遍。
5023,我攏有聽清楚啦。,我都有聽清楚啦。
5024,這馬欲開始矣。,現在要開始了。
5025,我會再考慮看看。,我會再想一想。
5026,你有咧做啥代誌？,你在做什麼事？
5027,講話攏真有禮貌。,講話都很有禮貌。
5028,你有看著彼齣戲無？,你有看那齣戲嗎？
5029,這馬是欲按怎？,現在該怎麼辦？
5030,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5031,好久無見，想你了。,好久沒見到你，想你了。
5032,攏是天註定的。,都是命中註定的。
5033,我攏照顧好矣。,我都照顧好了。
5034,有咩代誌攏好講。,有什麼事都可以說。
5035,無關係，慢慢講。,沒關係，慢慢說。
5036,今仔日有空無？,你今天有空嗎？
5037,我欲去市場買菜。,我要去市場買菜。
5038,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5039,這攤攏算我的。,這頓我來付錢。
5040,真歡喜見到你。,很高興見到你。
5041,今仔日心情真好。,今天心情很好。
5042,這攤攏算我的。,這頓我來付錢。
5043,你咧想咩代誌？,你在想什麼事情？
5044,來，恁嘛坐啦。,來，你也坐吧。
5045,我攏聽有啦。,我都有聽懂啦。
5046,你感覺如何？,你感覺怎麼樣？
5047,恁老母身體好無？,你媽媽身體還好嗎？
5048,你食飽未？,你吃飽了嗎？
5049,這馬欲開始矣。,現在要開始了。
5050,彼條路真難行。,那條路真的不好走。
5051,下次我請你。,下次我請你吃飯。
5052,恁爸有在厝無？,你爸在家嗎？
5053,你有咧做啥代誌？,你在做什麼事？
5054,我嘛有相款的經驗。,我也有類似的經驗。
5055,恁家內攏好無？,你家裡都好嗎？
5056,咱來加油一下。,我們來加油一下吧。
5057,這是我的心意。,這是我的一點心意。
5058,真感謝你幫忙。,真的很謝謝你幫忙。
5059,這是啥物意思？,這是什麼意思？
5060,有啥需要攏會曉。,有什麼需要我都知道。
5061,咱來食甜點好無？,我們來吃點甜點好嗎？
5062,你有閒來坐一下。,你有空來坐坐。
5063,我攏照顧好矣。,我都照顧好了。
5064,恁家內攏好無？,你家裡都好嗎？
5065,我攏照顧好矣。,我都照顧好了。
5066,你講得真有影。,你講得真的有道理。
5067,你好啊，最近好無？,你好啊，最近還好嗎？
5068,阮是老朋友矣。,我們是老朋友了。
5069,有啥需要攏會曉。,有什麼需要我都知道。
5070,我欲去市場買菜。,我要去市場買菜。
5071,我陪你走一段。,我陪你走一段路。
5072,咱欲去行街無？,我們要去逛街嗎？
5073,做事要有耐心。,做事要有耐心。
5074,講話攏真有禮貌。,講話都很有禮貌。
5075,講慢一點，我會曉。,說慢一點，我會懂。
5076,下擺再約出來食飯。,下次再約出來吃飯。
5077,毋通做彼款代誌。,不要做那種事。
5078,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
5079,你講慢一點好無？,你可以講慢一點嗎？
5080,你食飽未？,你吃飽了嗎？
5081,伊講話真有趣。,他說話真有趣。
5082,這杯咖啡真香。,這杯咖啡真香。
5083,恁爸有在厝無？,你爸在家嗎？
5084,講慢一點，我會曉。,說慢一點，我會懂。
5085,咱來食甜點好無？,我們來吃點甜點好嗎？
5086,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5087,你家住佇哪位？,你家住哪裡？
5088,我欲先轉去了。,我要先回去了。
5089,有啥需要攏會曉。,有什麼需要我都知道。
5090,我幫你問問看。,我幫你問看看。
5091,彼條路真難行。,那條路真的不好走。
5092,你食飽未？,你吃飽了嗎？
5093,你講得真有影。,你講得真的有道理。
5094,這是你愛的物件無？,這是你喜歡的東西嗎？
5095,咱來加油一下。,我們來加油一下吧。
5096,今仔日心情真好。,今天心情很好。
5097,這是我的心意。,這是我的一點心意。
5098,伊攏照顧咱全家。,他照顧我們全家。
5099,來，恁嘛坐啦。,來，你也坐吧。
5100,你食飽未？,你吃飽了嗎？
5101,恁家內攏好無？,你家裡都好嗎？
5102,那馬幾點矣？,現在幾點了？
5103,攏好攏好，毋免驚。,都好都好，不用怕。
5104,攏是天註定的。,都是命中註定的。
5105,今仔日天氣真好。,今天天氣真好。
5106,你佇做咩代誌？,你在忙什麼？
5107,有代誌就直直講。,有事就直說吧。
5108,你欲佮我作伴去無？,你要跟我一起去嗎？
5109,做事要有耐心。,做事要有耐心。
5110,毋免客氣啦。,不用客氣啦。
5111,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
5112,講話攏真有禮貌。,講話都很有禮貌。
5113,我攏有聽清楚啦。,我都有聽清楚啦。
5114,我欲先轉去了。,我要先回去了。
5115,毋免客氣啦。,不用客氣啦。
5116,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
5117,攏好攏好，毋免驚。,都好都好，不用怕。
5118,阮是老朋友矣。,我們是老朋友了。
5119,毋通緊張啦。,不要緊張啦。
5120,今仔日天氣真好。,今天天氣真好。
5121,毋通緊張啦。,不要緊張啦。
5122,我嘛有同款想法。,我也有一樣的想法。
5123,攏總攏是你啦！,全都是你的錯啦！
5124,我陪你去醫院。,我陪你去醫院。
5125,無關係，慢慢講。,沒關係，慢慢說。
5126,有代誌就直直講。,有事就直說吧。
5127,下雨天攏無人出門。,下雨天大家都不出門。
5128,請你再講一遍。,請你再說一遍。
5129,無關係，慢慢講。,沒關係，慢慢說。
5130,來，恁嘛坐啦。,來，你也坐吧。
5131,有代誌就直直講。,有事就直說吧。
5132,下雨天攏無人出門。,下雨天大家都不出門。
5133,這件代誌交予我。,這件事交給我。
5134,我攏聽有啦。,我都有聽懂啦。
5135,我陪你去醫院。,我陪你去醫院。
5136,我幫你問問看。,我幫你問看看。
5137,免驚，有我佇咧。,別怕，有我在。
5138,攏是天註定的。,都是命中註定的。
5139,你講的是對的。,你說的是對的。
5140,你是對咧講啥？,你是在說什麼？
5141,這陣子攏做啥？,最近都在做什麼？
5142,咱來加油一下。,我們來加油一下吧。
5143,我幫你問問看。,我幫你問看看。
5144,我陪你走一段。,我陪你走一段路。
5145,毋通緊張啦。,不要緊張啦。
5146,毋免客氣啦。,不用客氣啦。
5147,今仔日心情真好。,今天心情很好。
5148,這陣子攏做啥？,最近都在做什麼？
5149,今仔日有空無？,你今天有空嗎？
5150,今仔日有空無？,你今天有空嗎？
5151,請你再講一遍。,請你再說一遍。
5152,免驚，有我佇咧。,別怕，有我在。
5153,毋免客氣啦。,不用客氣啦。
5154,有咩代誌攏好講。,有什麼事都可以說。
5155,我感覺真親切。,我覺得很親切。
5156,你咧想咩代誌？,你在想什麼事情？
5157,免傷心，會過去。,別難過，會過去的。
5158,恁爸有在厝無？,你爸在家嗎？
5159,這攤攏算我的。,這頓我來付錢。
5160,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5161,講話攏真有禮貌。,講話都很有禮貌。
5162,來，咱來切磋一下。,來，我們來交流一下。
5163,你是對咧講啥？,你是在說什麼？
5164,我攏聽有啦。,我都有聽懂啦。
5165,攏好攏好，毋免驚。,都好都好，不用怕。
5166,看情形再講啦。,看情況再說啦。
5167,你人真好。,你人真的很好。
5168,攏是天註定的。,都是命中註定的。
5169,無關係，慢慢講。,沒關係，慢慢說。
5170,毋通做彼款代誌。,不要做那種事。
5171,這攤我請就好。,這頓我請客就好。
5172,食飽就好眠啦。,吃飽就好睡啦。
5173,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
5174,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5175,歡迎你來阮厝。,歡迎你來我家。
5176,我攏聽有啦。,我都有聽懂啦。
5177,你講得真有影。,你講得真的有道理。
5178,我嘛有相款的經驗。,我也有類似的經驗。
5179,這是你愛的物件無？,這是你喜歡的東西嗎？
5180,彼件衫真合你穿。,那件衣服很適合你穿。
5181,今仔日天氣真好。,今天天氣真好。
5182,你有咧做啥代誌？,你在做什麼事？
5183,有啥需要攏會曉。,有什麼需要我都知道。
5184,這攤我請就好。,這頓我請客就好。
5185,無關係，慢慢講。,沒關係，慢慢說。
5186,真感謝你幫忙。,真的很謝謝你幫忙。
5187,恁家內攏好無？,你家裡都好嗎？
5188,毋通緊張啦。,不要緊張啦。
5189,這件代誌交予我。,這件事交給我。
5190,咱來食甜點好無？,我們來吃點甜點好嗎？
5191,你好啊，最近好無？,你好啊，最近還好嗎？
5192,你是欲去佗位？,你要去哪裡？
5193,講慢一點，我會曉。,說慢一點，我會懂。
5194,這杯咖啡真香。,這杯咖啡真香。
5195,我嘛攏有準備啦。,我也都準備好了啦。
5196,我欲先轉去了。,我要先回去了。
5197,這是啥物意思？,這是什麼意思？
5198,我攏聽有啦。,我都有聽懂啦。
5199,你有閒來坐一下。,你有空來坐坐。
5200,你家住佇哪位？,你家住哪裡？
5201,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5202,彼件事已經過矣。,那件事已經過去了。
5203,你咧想咩代誌？,你在想什麼事情？
5204,你感覺如何？,你感覺怎麼樣？
5205,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5206,有啥需要攏會曉。,有什麼需要我都知道。
5207,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
5208,來，恁嘛坐啦。,來，你也坐吧。
5209,攏好攏好，毋免驚。,都好都好，不用怕。
5210,看情形再講啦。,看情況再說啦。
5211,你感覺如何？,你感覺怎麼樣？
5212,這馬欲開始矣。,現在要開始了。
5213,我攏聽有啦。,我都有聽懂啦。
5214,彼條路真難行。,那條路真的不好走。
5215,你攏好無？,你一切都還好嗎？
5216,毋免客氣啦。,不用客氣啦。
5217,講慢一點，我會曉。,說慢一點，我會懂。
5218,我嘛攏有準備好矣。,我也都準備好了。
5219,恁爸有在厝無？,你爸在家嗎？
5220,有咩代誌攏好講。,有什麼事都可以說。
5221,我陪你走一段。,我陪你走一段路。
5222,你有看著彼齣戲無？,你有看那齣戲嗎？
5223,我陪你走一段。,我陪你走一段路。
5224,這件代誌無簡單。,這件事不簡單。
5225,這是我的心意。,這是我的一點心意。
5226,你是對咧講啥？,你是在說什麼？
5227,請你再講一遍。,請你再說一遍。
5228,咱明仔載再聯絡。,我們明天再聯絡吧。
5229,這是啥物意思？,這是什麼意思？
5230,你是對咧講啥？,你是在說什麼？
5231,免傷心，會過去。,別難過，會過去的。
5232,我攏有聽清楚啦。,我都有聽清楚啦。
5233,這陣子攏做啥？,最近都在做什麼？
5234,這馬是欲按怎？,現在該怎麼辦？
5235,你欲佮我作伴去無？,你要跟我一起去嗎？
5236,我欲去市場買菜。,我要去市場買菜。
5237,你講得真有影。,你講得真的有道理。
5238,請你再講一遍。,請你再說一遍。
5239,我會再考慮看看。,我會再想一想。
5240,你咧想咩代誌？,你在想什麼事情？
5241,你講慢一點好無？,你可以講慢一點嗎？
5242,攏總攏是你啦！,全都是你的錯啦！
5243,講慢一點，我會曉。,說慢一點，我會懂。
5244,毋通做彼款代誌。,不要做那種事。
5245,攏好攏好，毋免驚。,都好都好，不用怕。
5246,你是欲去佗位？,你要去哪裡？
5247,來，恁嘛坐啦。,來，你也坐吧。
5248,你咧想咩代誌？,你在想什麼事情？
5249,攏是天註定的。,都是命中註定的。
5250,彼件衫真合你穿。,那件衣服很適合你穿。
5251,我欲去市場買菜。,我要去市場買菜。
5252,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5253,恁細漢真乖喔。,你小孩真乖喔。
5254,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5255,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
5256,這件代誌交予我。,這件事交給我。
5257,真歡喜見到你。,很高興見到你。
5258,請你再講一遍。,請你再說一遍。
5259,你講得真有影。,你講得真的有道理。
5260,你是欲去佗位？,你要去哪裡？
5261,這是我的心意。,這是我的一點心意。
5262,你攏好無？,你一切都還好嗎？
5263,你講得真有影。,你講得真的有道理。
5264,你有咧做啥代誌？,你在做什麼事？
5265,我欲先轉去了。,我要先回去了。
5266,阮是老朋友矣。,我們是老朋友了。
5267,這是你愛的物件無？,這是你喜歡的東西嗎？
5268,恁細漢真乖喔。,你小孩真乖喔。
5269,你感覺如何？,你感覺怎麼樣？
5270,彼條路真難行。,那條路真的不好走。
5271,毋免客氣啦。,不用客氣啦。
5272,這馬欲開始矣。,現在要開始了。
5273,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5274,我嘛攏有準備好矣。,我也都準備好了。
5275,你講的是對的。,你說的是對的。
5276,來，咱來切磋一下。,來，我們來交流一下。
5277,那馬幾點矣？,現在幾點了？
5278,這馬是欲按怎？,現在該怎麼辦？
5279,這是啥物意思？,這是什麼意思？
5280,你食飽未？,你吃飽了嗎？
5281,毋免客氣啦。,不用客氣啦。
5282,我欲先轉去了。,我要先回去了。
5283,伊講話真有趣。,他說話真有趣。
5284,我嘛有相款的經驗。,我也有類似的經驗。
5285,你是對咧講啥？,你是在說什麼？
5286,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5287,我陪你去醫院。,我陪你去醫院。
5288,我欲去市場買菜。,我要去市場買菜。
5289,免傷心，會過去。,別難過，會過去的。
5290,這陣子攏做啥？,最近都在做什麼？
5291,食飽就好眠啦。,吃飽就好睡啦。
5292,你咧想咩代誌？,你在想什麼事情？
5293,今仔日天氣真好。,今天天氣真好。
5294,你有咧做啥代誌？,你在做什麼事？
5295,咱明仔載再聯絡。,我們明天再聯絡吧。
5296,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5297,下次我請你。,下次我請你吃飯。
5298,歡迎你來阮厝。,歡迎你來我家。
5299,那馬幾點矣？,現在幾點了？
5300,那馬幾點矣？,現在幾點了？
5301,這是我的心意。,這是我的一點心意。
5302,有代誌就直直講。,有事就直說吧。
5303,我嘛攏有準備好矣。,我也都準備好了。
5304,我攏有聽清楚啦。,我都有聽清楚啦。
5305,你是欲去佗位？,你要去哪裡？
5306,攏是天註定的。,都是命中註定的。
5307,彼條路真難行。,那條路真的不好走。
5308,你欲食啥菜色？,你想吃什麼菜？
5309,你食飽未？,你吃飽了嗎？
5310,來，恁嘛坐啦。,來，你也坐吧。
5311,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5312,來，咱來切磋一下。,來，我們來交流一下。
5313,這杯咖啡真香。,這杯咖啡真香。
5314,這杯咖啡真香。,這杯咖啡真香。
5315,今仔日有空無？,你今天有空嗎？
5316,這馬是欲按怎？,現在該怎麼辦？
5317,這是啥物意思？,這是什麼意思？
5318,你攏好無？,你一切都還好嗎？
5319,你是欲去佗位？,你要去哪裡？
5320,食飽就好眠啦。,吃飽就好睡啦。
5321,你攏好無？,你一切都還好嗎？
5322,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
5323,伊講話真有道理。,他講話真有道理。
5324,我攏聽有啦。,我都有聽懂啦。
5325,我攏有聽清楚啦。,我都有聽清楚啦。
5326,咱來討論一下。,我們來討論一下。
5327,攏好攏好，毋免驚。,都好都好，不用怕。
5328,你有閒來坐一下。,你有空來坐坐。
5329,那馬幾點矣？,現在幾點了？
5330,無關係，慢慢講。,沒關係，慢慢說。
5331,我幫你問問看。,我幫你問看看。
5332,真久無見了。,好久不見了。
5333,下次我請你。,下次我請你吃飯。
5334,我嘛攏有準備好矣。,我也都準備好了。
5335,恁爸有在厝無？,你爸在家嗎？
5336,我欲去市場買菜。,我要去市場買菜。
5337,慢慢來，無關係。,慢慢來，沒關係。
5338,真感謝你幫忙。,真的很謝謝你幫忙。
5339,真久無見了。,好久不見了。
5340,今仔日心情真好。,今天心情很好。
5341,伊講話真有趣。,他說話真有趣。
5342,食飽就好眠啦。,吃飽就好睡啦。
5343,伊看起來真熟似。,他看起來很面熟。
5344,我攏照顧好矣。,我都照顧好了。
5345,阮是老朋友矣。,我們是老朋友了。
5346,毋通緊張啦。,不要緊張啦。
5347,毋通做彼款代誌。,不要做那種事。
5348,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
5349,下雨天攏無人出門。,下雨天大家都不出門。
5350,真歡喜見到你。,很高興見到你。
5351,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
5352,免驚，有我佇咧。,別怕，有我在。
